RANK,SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,Type,UID,Population Sum,% of Population,Total
176,50,29,183,0,0,0,0,A,St. Charles County,Missouri,405262,406385,410511,413803,County,St. Charles County_Missouri_405262_406385_410511_413803,180372543,54.70%,
177,50,1,97,0,0,0,0,A,Mobile County,Alabama,414812,414353,413017,411411,County,Mobile County_Alabama_414812_414353_413017_411411,180783954,54.82%,
178,50,55,133,0,0,0,0,A,Waukesha County,Wisconsin,406971,407467,409080,410434,County,Waukesha County_Wisconsin_406971_407467_409080_410434,181194388,54.95%,
179,50,12,69,0,0,0,0,A,Lake County,Florida,383959,386194,396242,410139,County,Lake County_Florida_383959_386194_396242_410139,181604527,55.07%,
180,50,36,71,0,0,0,0,A,Orange County,New York,401324,401088,404997,405941,County,Orange County_New York_401324_401088_404997_405941,182010468,55.19%,
181,50,1,89,0,0,0,0,A,Madison County,Alabama,388160,390502,396593,403565,County,Madison County_Alabama_388160_390502_396593_403565,182414033,55.32%,
182,50,26,49,0,0,0,0,A,Genesee County,Michigan,406217,405757,404662,401983,County,Genesee County_Michigan_406217_405757_404662_401983,182816016,55.44%,
183,50,5,119,0,0,0,0,A,Pulaski County,Arkansas,399117,399246,398069,399145,County,Pulaski County_Arkansas_399117_399246_398069_399145,183215161,55.56%,
184,50,12,21,0,0,0,0,A,Collier County,Florida,375760,377293,387241,397994,County,Collier County_Florida_375760_377293_387241_397994,183613155,55.68%,
185,50,12,83,0,0,0,0,A,Marion County,Florida,375906,377459,385084,396415,County,Marion County_Florida_375906_377459_385084_396415,184009570,55.80%,
186,50,18,3,0,0,0,0,A,Allen County,Indiana,385411,386082,389112,391449,County,Allen County_Indiana_385411_386082_389112_391449,184401019,55.92%,
187,50,37,67,0,0,0,0,A,Forsyth County,North Carolina,382584,383166,386172,389157,County,Forsyth County_North Carolina_382584_383166_386172_389157,184790176,56.04%,
188,50,39,17,0,0,0,0,A,Butler County,Ohio,390378,390872,387791,388420,County,Butler County_Ohio_390378_390872_387791_388420,185178596,56.15%,
189,50,48,27,0,0,0,0,A,Bell County,Texas,370644,372229,380241,388386,County,Bell County_Texas_370644_372229_380241_388386,185566982,56.27%,
190,50,48,39,0,0,0,0,A,Brazoria County,Texas,372040,373481,378858,388181,County,Brazoria County_Texas_372040_373481_378858_388181,185955163,56.39%,
191,50,45,51,0,0,0,0,A,Horry County,South Carolina,351028,353745,366011,383101,County,Horry County_South Carolina_351028_353745_366011_383101,186338264,56.51%,
192,50,41,39,0,0,0,0,A,Lane County,Oregon,382975,383279,384063,382353,County,Lane County_Oregon_382975_383279_384063_382353,186720617,56.62%,
193,50,34,21,0,0,0,0,A,Mercer County,New Jersey,387340,386441,382116,380688,County,Mercer County_New Jersey_387340_386441_382116_380688,187101305,56.74%,
194,50,51,41,0,0,0,1,A,Chesterfield County,Virginia,364546,365776,371276,378408,County,Chesterfield County_Virginia_364546_365776_371276_378408,187479713,56.85%,
195,50,42,77,0,0,0,0,A,Lehigh County,Pennsylvania,374572,374477,375760,376317,County,Lehigh County_Pennsylvania_374572_374477_375760_376317,187856030,56.97%,
196,50,8,35,0,0,0,0,A,Douglas County,Colorado,357998,360303,369825,375988,County,Douglas County_Colorado_357998_360303_369825_375988,188232018,57.08%,
197,50,47,65,0,0,0,0,A,Hamilton County,Tennessee,366215,367242,369027,374682,County,Hamilton County_Tennessee_366215_367242_369027_374682,188606700,57.19%,
198,50,39,151,0,0,0,0,A,Stark County,Ohio,374853,374486,373659,372657,County,Stark County_Ohio_374853_374486_373659_372657,188979357,57.31%,
199,50,49,11,0,0,0,0,A,Davis County,Utah,362689,363745,367446,369948,County,Davis County_Utah_362689_363745_367446_369948,189349305,57.42%,
200,50,22,71,0,0,0,0,C,Orleans Parish,Louisiana,383998,383218,377063,369749,Parish,Orleans Parish_Louisiana_383998_383218_377063_369749,189719054,57.53%,
201,50,27,3,0,0,0,0,A,Anoka County,Minnesota,363892,364458,367416,368864,County,Anoka County_Minnesota_363892_364458_367416_368864,190087918,57.64%,
202,50,8,69,0,0,0,0,A,Larimer County,Colorado,359066,359899,362713,366778,County,Larimer County_Colorado_359066_359899_362713_366778,190454696,57.75%,
203,50,26,161,0,0,0,0,A,Washtenaw County,Michigan,372265,371817,364998,366376,County,Washtenaw County_Michigan_372265_371817_364998_366376,190821072,57.87%,
204,50,18,57,0,0,0,0,A,Hamilton County,Indiana,347465,348966,357330,364921,County,Hamilton County_Indiana_347465_348966_357330_364921,191185993,57.98%,
205,50,47,149,0,0,0,0,A,Rutherford County,Tennessee,341481,343266,351202,360619,County,Rutherford County_Tennessee_341481_343266_351202_360619,191546612,58.09%,
206,50,12,111,0,0,0,0,A,St. Lucie County,Florida,329227,331428,344283,358704,County,St. Lucie County_Florida_329227_331428_344283_358704,191905316,58.19%,
207,50,48,167,0,0,0,0,A,Galveston County,Texas,350673,351559,355309,357117,County,Galveston County_Texas_350673_351559_355309_357117,192262433,58.30%,
208,50,42,129,0,0,0,0,A,Westmoreland County,Pennsylvania,354663,354316,353765,352057,County,Westmoreland County_Pennsylvania_354663_354316_353765_352057,192614490,58.41%,
209,50,48,355,0,0,0,0,A,Nueces County,Texas,353170,353376,353230,351674,County,Nueces County_Texas_353170_353376_353230_351674,192966164,58.52%,
210,50,8,123,0,0,0,0,A,Weld County,Colorado,328976,331427,339811,350176,County,Weld County_Colorado_328976_331427_339811_350176,193316340,58.62%,
211,50,34,35,0,0,0,0,A,Somerset County,New Jersey,345356,344725,346331,346875,County,Somerset County_New Jersey_345356_344725_346331_346875,193663215,58.73%,
212,50,41,47,0,0,0,0,A,Marion County,Oregon,345910,346339,347775,346703,County,Marion County_Oregon_345910_346339_347775_346703,194009918,58.83%,
213,50,45,83,0,0,0,0,A,Spartanburg County,South Carolina,328002,329365,335406,345831,County,Spartanburg County_South Carolina_328002_329365_335406_345831,194355749,58.94%,
214,50,36,87,0,0,0,0,A,Rockland County,New York,338329,337394,339256,339022,County,Rockland County_New York_338329_337394_339256_339022,194694771,59.04%,
215,50,37,51,0,0,0,0,A,Cumberland County,North Carolina,334728,334391,337249,336699,County,Cumberland County_North Carolina_334728_334391_337249_336699,195031470,59.14%,
216,50,24,27,0,0,0,1,A,Howard County,Maryland,332316,332786,335287,335411,County,Howard County_Maryland_332316_332786_335287_335411,195366881,59.24%,
217,50,51,87,0,0,0,1,A,Henrico County,Virginia,334389,334344,333867,333962,County,Henrico County_Virginia_334389_334344_333867_333962,195700843,59.34%,
218,50,37,63,0,0,0,0,A,Durham County,North Carolina,324849,325561,329699,332680,County,Durham County_North Carolina_324849_325561_329699_332680,196033523,59.45%,
219,50,8,13,0,0,0,0,A,Boulder County,Colorado,330764,330922,327075,327468,County,Boulder County_Colorado_330764_330922_327075_327468,196360991,59.55%,
220,50,9,120,0,0,0,0,N,Greater Bridgeport Planning Region,Connecticut,325777,324932,327229,327286,Region,Greater Bridgeport Planning Region_Connecticut_325777_324932_327229_327286,196688277,59.64%,
221,50,42,79,0,0,0,0,A,Luzerne County,Pennsylvania,325613,325197,325889,326369,County,Luzerne County_Pennsylvania_325613_325197_325889_326369,197014646,59.74%,
222,50,12,33,0,0,0,0,A,Escambia County,Florida,321897,322551,323480,324878,County,Escambia County_Florida_321897_322551_323480_324878,197339524,59.84%,
223,50,31,109,0,0,0,0,A,Lancaster County,Nebraska,322615,323144,323420,324756,County,Lancaster County_Nebraska_322615_323144_323420_324756,197664280,59.94%,
224,162,21,0,46027,0,0,0,A,Lexington-Fayette urban county,Kentucky,322567,322613,320473,320347,county,Lexington-Fayette urban county_Kentucky_322567_322613_320473_320347,197984627,60.04%,
225,50,33,15,0,0,0,0,A,Rockingham County,New Hampshire,314182,314603,318214,319424,County,Rockingham County_New Hampshire_314182_314603_318214_319424,198304051,60.13%,
226,50,42,95,0,0,0,0,A,Northampton County,Pennsylvania,312955,312774,318051,318526,County,Northampton County_Pennsylvania_312955_312774_318051_318526,198622577,60.23%,
227,50,48,303,0,0,0,0,A,Lubbock County,Texas,310642,311564,314597,317561,County,Lubbock County_Texas_310642_311564_314597_317561,198940138,60.33%,
228,50,39,93,0,0,0,0,A,Lorain County,Ohio,312974,313495,314165,316268,County,Lorain County_Ohio_312974_313495_314165_316268,199256406,60.42%,
229,50,36,1,0,0,0,0,A,Albany County,New York,314838,313987,316301,315811,County,Albany County_New York_314838_313987_316301_315811,199572217,60.52%,
230,50,17,111,0,0,0,0,A,McHenry County,Illinois,310227,309886,311592,311747,County,McHenry County_Illinois_310227_309886_311592_311747,199883964,60.61%,
231,50,23,5,0,0,0,0,A,Cumberland County,Maine,303076,303570,306149,307451,County,Cumberland County_Maine_303076_303570_306149_307451,200191415,60.71%,
232,50,12,109,0,0,0,0,A,St. Johns County,Florida,273427,277085,293175,306841,County,St. Johns County_Florida_273427_277085_293175_306841,200498256,60.80%,
233,50,34,15,0,0,0,0,A,Gloucester County,New Jersey,302285,302554,304620,306601,County,Gloucester County_New Jersey_302285_302554_304620_306601,200804857,60.89%,
234,50,45,63,0,0,0,0,A,Lexington County,South Carolina,293985,295033,300482,304797,County,Lexington County_South Carolina_293985_295033_300482_304797,201109654,60.99%,
235,50,29,77,0,0,0,0,A,Greene County,Missouri,298915,299312,301118,303293,County,Greene County_Missouri_298915_299312_301118_303293,201412947,61.08%,
236,50,5,7,0,0,0,0,A,Benton County,Arkansas,284329,286586,294337,302863,County,Benton County_Arkansas_284329_286586_294337_302863,201715810,61.17%,
237,50,13,51,0,0,0,0,A,Chatham County,Georgia,295280,295064,295656,301107,County,Chatham County_Georgia_295280_295064_295656_301107,202016917,61.26%,
238,50,26,139,0,0,0,0,A,Ottawa County,Michigan,296207,296889,298317,300873,County,Ottawa County_Michigan_296207_296889_298317_300873,202317790,61.35%,
239,50,40,27,0,0,0,0,A,Cleveland County,Oklahoma,295514,296207,298099,299587,County,Cleveland County_Oklahoma_295514_296207_298099_299587,202617377,61.44%,
240,50,53,67,0,0,0,0,A,Thurston County,Washington,294797,295988,298078,298758,County,Thurston County_Washington_294797_295988_298078_298758,202916135,61.53%,
241,50,36,27,0,0,0,0,A,Dutchess County,New York,295897,295398,298039,297545,County,Dutchess County_New York_295897_295398_298039_297545,203213680,61.62%,
242,50,12,73,0,0,0,0,A,Leon County,Florida,292203,293948,296081,297369,County,Leon County_Florida_292203_293948_296081_297369,203511049,61.71%,
243,50,13,63,0,0,0,0,A,Clayton County,Georgia,297608,297623,297318,296564,County,Clayton County_Georgia_297608_297623_297318_296564,203807613,61.80%,
244,50,45,91,0,0,0,0,A,York County,South Carolina,282108,284032,289255,294248,County,York County_South Carolina_282108_284032_289255_294248,204101861,61.89%,
245,50,6,47,0,0,0,0,A,Merced County,California,281202,281814,284458,290014,County,Merced County_California_281202_281814_284458_290014,204391875,61.98%,
246,50,42,43,0,0,0,0,A,Dauphin County,Pennsylvania,286399,286685,288187,288800,County,Dauphin County_Pennsylvania_286399_286685_288187_288800,204680675,62.07%,
247,162,2,0,3000,0,0,0,A,Anchorage municipality,Alaska,291244,290866,288702,287145,municipality,Anchorage municipality_Alaska_291244_290866_288702_287145,204967820,62.16%,
248,50,24,21,0,0,0,0,A,Frederick County,Maryland,271709,272765,280410,287079,County,Frederick County_Maryland_271709_272765_280410_287079,205254899,62.24%,
249,50,26,65,0,0,0,0,A,Ingham County,Michigan,284891,284640,271427,284108,County,Ingham County_Michigan_284891_284640_271427_284108,205539007,62.33%,
250,50,12,1,0,0,0,0,A,Alachua County,Florida,278475,279742,281817,284030,County,Alachua County_Florida_278475_279742_281817_284030,205823037,62.41%,
251,50,17,201,0,0,0,0,A,Winnebago County,Illinois,285350,284928,283559,282188,County,Winnebago County_Illinois_285350_284928_283559_282188,206105225,62.50%,
252,50,6,79,0,0,0,0,A,San Luis Obispo County,California,282443,281879,279298,282013,County,San Luis Obispo County_California_282443_281879_279298_282013,206387238,62.59%,
253,50,13,57,0,0,0,0,A,Cherokee County,Georgia,266625,268175,274839,281278,County,Cherokee County_Georgia_266625_268175_274839_281278,206668516,62.67%,
254,50,9,180,0,0,0,0,N,Southeastern Connecticut Planning Region,Connecticut,280444,279522,280117,280403,Region,Southeastern Connecticut Planning Region_Connecticut_280444_279522_280117_280403,206948919,62.76%,
255,50,53,35,0,0,0,0,A,Kitsap County,Washington,275605,275802,276591,277673,County,Kitsap County_Washington_275605_275802_276591_277673,207226592,62.84%,
256,50,27,163,0,0,0,0,A,Washington County,Minnesota,267563,268372,272610,275912,County,Washington County_Minnesota_267563_268372_272610_275912,207502504,62.92%,
257,50,34,1,0,0,0,0,A,Atlantic County,New Jersey,274536,274172,275130,275638,County,Atlantic County_New Jersey_274536_274172_275130_275638,207778142,63.01%,
258,50,37,21,0,0,0,0,A,Buncombe County,North Carolina,269446,269694,271719,273589,County,Buncombe County_North Carolina_269446_269694_271719_273589,208051731,63.09%,
259,50,22,103,0,0,0,0,A,St. Tammany Parish,Louisiana,264575,264986,270087,273263,Parish,St. Tammany Parish_Louisiana_264575_264986_270087_273263,208324994,63.17%,
260,50,18,141,0,0,0,0,A,St. Joseph County,Indiana,272914,272672,272341,272234,County,St. Joseph County_Indiana_272914_272672_272341_272234,208597228,63.26%,
261,50,55,9,0,0,0,0,A,Brown County,Wisconsin,268729,268921,268814,270036,County,Brown County_Wisconsin_268729_268921_268814_270036,208867264,63.34%,
262,50,49,57,0,0,0,0,A,Weber County,Utah,262213,262973,266588,269561,County,Weber County_Utah_262213_262973_266588_269561,209136825,63.42%,
263,50,48,209,0,0,0,0,A,Hays County,Texas,241066,243967,256065,269225,County,Hays County_Texas_241066_243967_256065_269225,209406050,63.50%,
264,50,42,41,0,0,0,0,A,Cumberland County,Pennsylvania,259464,260223,265593,268579,County,Cumberland County_Pennsylvania_259464_260223_265593_268579,209674629,63.58%,
265,50,48,479,0,0,0,0,A,Webb County,Texas,267110,267345,267633,267780,County,Webb County_Texas_267110_267345_267633_267780,209942409,63.66%,
266,50,42,49,0,0,0,0,A,Erie County,Pennsylvania,270869,270539,269300,267689,County,Erie County_Pennsylvania_270869_270539_269300_267689,210210098,63.74%,
267,50,13,117,0,0,0,0,A,Forsyth County,Georgia,251283,252878,260721,267237,County,Forsyth County_Georgia_251283_252878_260721_267237,210477335,63.83%,
268,50,48,309,0,0,0,0,A,McLennan County,Texas,260582,261177,263714,266836,County,McLennan County_Texas_260582_261177_263714_266836,210744171,63.91%,
269,50,6,87,0,0,0,0,A,Santa Cruz County,California,270869,270462,260495,264370,County,Santa Cruz County_California_270869_270462_260495_264370,211008541,63.99%,
270,50,24,25,0,0,0,0,A,Harford County,Maryland,260924,261213,263292,263867,County,Harford County_Maryland_260924_261213_263292_263867,211272408,64.07%,
271,50,17,119,0,0,0,0,A,Madison County,Illinois,265858,265610,264898,263864,County,Madison County_Illinois_265858_265610_264898_263864,211536272,64.15%,
272,50,26,77,0,0,0,0,A,Kalamazoo County,Michigan,261663,261767,260688,261173,County,Kalamazoo County_Michigan_261663_261767_260688_261173,211797445,64.23%,
273,50,47,187,0,0,0,0,A,Williamson County,Tennessee,247733,249538,256209,260815,County,Williamson County_Tennessee_247733_249538_256209_260815,212058260,64.31%,
274,50,29,47,0,0,0,0,A,Clay County,Missouri,253322,254112,255860,257033,County,Clay County_Missouri_253322_254112_255860_257033,212315293,64.38%,
275,50,53,77,0,0,0,0,A,Yakima County,Washington,256719,256702,256647,257001,County,Yakima County_Washington_256719_256702_256647_257001,212572294,64.46%,
276,50,5,143,0,0,0,0,A,Washington County,Arkansas,245866,246756,251692,256054,County,Washington County_Arkansas_245866_246756_251692_256054,212828348,64.54%,
277,50,6,41,0,0,0,0,A,Marin County,California,262318,261282,259162,256018,County,Marin County_California_262318_261282_259162_256018,213084366,64.62%,
278,50,10,5,0,0,0,0,A,Sussex County,Delaware,237380,238879,247722,255956,County,Sussex County_Delaware_237380_238879_247722_255956,213340322,64.69%,
279,50,17,163,0,0,0,0,A,St. Clair County,Illinois,257403,256823,255022,252671,County,St. Clair County_Illinois_257403_256823_255022_252671,213592993,64.77%,
280,50,16,27,0,0,0,0,A,Canyon County,Idaho,231106,232998,243774,251065,County,Canyon County_Idaho_231106_232998_243774_251065,213844058,64.85%,
281,50,48,245,0,0,0,0,A,Jefferson County,Texas,256526,256118,253531,250830,County,Jefferson County_Texas_256526_256118_253531_250830,214094888,64.92%,
282,50,39,165,0,0,0,0,A,Warren County,Ohio,242338,243201,246822,249778,County,Warren County_Ohio_242338_243201_246822_249778,214344666,65.00%,
283,50,37,179,0,0,0,0,A,Union County,North Carolina,238233,239443,244260,249070,County,Union County_North Carolina_238233_239443_244260_249070,214593736,65.07%,
284,50,13,151,0,0,0,0,A,Henry County,Georgia,240719,241848,245023,248364,County,Henry County_Georgia_240719_241848_245023_248364,214842100,65.15%,
285,50,22,55,0,0,0,0,B,Lafayette Parish,Louisiana,241756,242148,244922,247866,Parish,Lafayette Parish_Louisiana_241756_242148_244922_247866,215089966,65.22%,
286,50,1,3,0,0,0,0,A,Baldwin County,Alabama,231761,233219,239361,246435,County,Baldwin County_Alabama_231761_233219_239361_246435,215336401,65.30%,
287,50,4,25,0,0,0,0,A,Yavapai County,Arizona,236218,237216,242193,246191,County,Yavapai County_Arizona_236218_237216_242193_246191,215582592,65.37%,
288,50,45,15,0,0,0,0,A,Berkeley County,South Carolina,229854,231538,236871,245117,County,Berkeley County_South Carolina_229854_231538_236871_245117,215827709,65.45%,
